Word,Upper,BE_TWord,AM_TWord,RatperWord,AoAestimate,SD,min,max,unknown,AoALikert,SDLikert,minLikert,maxLikert
Odyssee,ODYSSEE,odyssey,odyssey,18,10.94,3.35,4,16,0,5.50,1.50,2,7
Ofen,OFEN,oven,oven,27,4.26,2.19,2,10,0,2.33,1.07,1,5
offen,OFFEN,open,open,16,3.31,1.25,2,6,0,1.88,0.72,1,3
offiziell,OFFIZIELL,official,official,20,9.00,3.16,5,18,0,4.65,1.31,3,7
offline,OFFLINE,offline,offline,19,14.00,4.63,9,25,1,6.26,0.81,5,7
öffnen,ÖFFNEN,open,open,19,2.84,0.96,1,5,0,1.68,0.58,1,3
oft,OFT,often,often,19,4.00,1.89,2,10,0,2.21,0.92,1,5
oftmals,OFTMALS,often,often,19,6.95,2.78,3,15,0,3.74,1.28,2,7
Ohnmacht,OHNMACHT,unconsciousness,unconsciousness,19,8.21,2.46,5,14,0,4.37,1.21,3,7
Okay,OKAY,okay,okay,24,5.92,3.27,1,14,0,3.17,1.63,1,7
Oktober,OKTOBER,October,October,19,4.05,1.58,2,8,0,2.26,0.73,1,4
Öl,ÖL,oil,oil,19,6.63,2.77,3,12,0,3.58,1.43,2,6
ölig,ÖLIG,oily,oily,17,6.53,1.91,3,9,0,3.47,0.94,2,5
Olive,OLIVE,olive,olive,19,8.05,5.37,2,20,0,3.84,1.83,1,7
Omelett,OMELETT,omelette,omelet,19,7.74,3.16,2,12,0,4.11,1.52,1,6
Omen,OMEN,omen,omen,18,10.67,3.66,5,18,0,5.39,1.54,3,7
Onkel,ONKEL,uncle,uncle,18,3.08,1.26,1,6,0,1.78,0.65,1,3
online,ONLINE,online,online,15,12.47,4.64,6,25,0,5.73,1.10,3,7
Opal,OPAL,opal,opal,16,11.31,4.03,5,20,2,5.56,1.46,3,7
Oper,OPER,opera,opera,19,8.16,3.20,3,16,0,4.16,1.42,2,7
Operation,OPERATION,operation,operation,20,6.35,2.32,3,12,0,3.50,1.10,2,6
operieren,OPERIEREN,operate,operate,24,6.79,2.92,2,14,0,3.63,1.44,1,7
Opposition,OPPOSITION,opposition,opposition,17,13.00,3.67,8,22,0,6.06,1.03,4,7
Optik,OPTIK,optic,optic,16,10.75,2.98,5,15,0,5.50,1.37,3,7
optimal,OPTIMAL,optimal,optimal,19,8.84,3.24,4,16,0,4.47,1.50,2,7
Optimist,OPTIMIST,optimist,optimist,16,9.63,1.86,7,13,0,5.13,0.96,4,7
Orakel,ORAKEL,oracle,oracle,14,11.50,2.65,7,18,0,5.71,0.91,4,7
Orchidee,ORCHIDEE,orchid,orchid,17,9.76,3.51,5,16,0,4.94,1.56,3,7
Orden,ORDEN,medal,medal,23,7.57,2.81,3,13,0,4.09,1.38,2,7
Ordner,ORDNER,folder,folder,19,6.84,2.63,4,12,0,3.47,1.35,2,6
Ordnung,ORDNUNG,order,order,18,5.14,2.15,2,9,0,2.78,1.26,1,5
Orgel,ORGEL,organ,organ,23,6.70,2.80,2,12,0,3.52,1.38,1,6
Orkan,ORKAN,hurricane,hurricane,10,9.20,2.97,5,15,0,4.80,1.32,3,7
Osten,OSTEN,East,East,10,7.30,3.20,4,15,0,3.80,1.40,2,7
Osterei,OSTEREI,Easter egg,Easter egg,22,3.68,1.17,2,6,0,2.09,0.61,1,3
Ozean,OZEAN,ocean,ocean,24,6.46,2.70,2,12,0,3.50,1.35,1,6
Ozon,OZON,ozone,ozone,17,12.65,2.69,8,18,0,6.18,1.07,4,7
Pack,PACK,pack,pack,13,8.92,2.66,5,13,1,4.77,1.24,3,7
Packung,PACKUNG,packing,packing,25,5.80,2.74,2,12,0,3.08,1.35,1,6
Paddel,PADDEL,paddle,paddle,24,6.00,2.92,2,13,0,3.25,1.48,1,7
Paket,PAKET,parcel,parcel,22,5.14,2.01,3,10,0,2.77,0.97,2,5
Pakt,PAKT,pact,pact,27,9.87,3.23,3,15,0,5.11,1.55,2,7
Palast,PALAST,palace,palace,17,5.59,2.27,3,10,0,3.06,1.09,2,5
Palette,PALETTE,palette,palette,18,8.67,3.34,4,15,0,4.44,1.65,2,7
Palme,PALME,palm tree,palm tree,14,6.57,2.93,2,14,0,3.43,1.50,1,7
Panda,PANDA,panda,panda,15,6.00,3.12,2,12,0,3.13,1.51,1,6
Panik,PANIK,panic,panic,23,7.78,2.61,3,16,0,4.09,1.08,2,7
Panne,PANNE,breakdown,breakdown,17,5.94,2.08,2,10,0,3.12,1.05,1,5
Panorama,PANORAMA,panorama,panorama,27,10.13,3.47,4,16,0,5.00,1.57,2,7
Panther,PANTHER,panther,panther,16,4.94,1.91,2,9,0,2.75,1.13,1,5
Papa,PAPA,dad,dad,24,1.67,0.96,0,3,0,1.21,0.41,1,2
Papagei,PAPAGEI,parrot,parrot,24,4.38,2.93,1,16,1,2.42,1.28,1,7
Paparazzo,PAPARAZZO,paparazzo,paparazzo,18,13.00,3.43,5,18,0,6.06,1.16,3,7
Papier,PAPIER,paper,paper,22,3.45,1.01,2,6,0,1.91,0.53,1,3
Pappe,PAPPE,carton,carton,23,4.96,2.08,2,10,0,2.65,1.07,1,5
Paprika,PAPRIKA,pepper,pepper,19,6.05,4.92,3,25,0,3.11,1.24,2,7
Parade,PARADE,parade,parade,21,8.57,3.44,4,16,0,4.52,1.57,2,7
Paradies,PARADIES,paradise,paradise,24,6.92,2.83,3,14,0,3.63,1.35,2,7
Paradox,PARADOX,paradox,paradox,18,11.89,3.25,7,18,0,5.89,1.28,4,7
Parasit,PARASIT,parasite,parasite,27,12.70,3.88,5,25,0,6.04,1.13,3,7
Parfum,PARFUM,perfume,perfume,20,7.20,2.73,3,12,0,3.75,1.33,2,6
Parfüm,PARFÜM,perfume,perfume,18,6.56,1.69,3,9,0,3.56,0.92,2,5
Paris,PARIS,Paris,Paris,25,8.16,2.25,3,14,0,4.28,1.14,2,7
Park,PARK,park,park,18,4.33,2.66,1,12,0,2.44,1.34,1,6
Parkett,PARKETT,parquet,parquet,23,7.65,2.27,4,12,0,3.91,1.12,2,6
Parlament,PARLAMENT,parliament,parliament,14,11.00,2.22,8,15,0,5.64,1.01,4,7
Parodie,PARODIE,parody,parody,15,11.87,3.02,8,19,0,5.73,0.96,4,7
Parole,PAROLE,watchword,watchword,22,10.86,3.20,5,16,1,5.55,1.41,3,7
Partner,PARTNER,partner,partner,24,6.83,2.99,3,16,0,3.58,1.25,2,7
Party,PARTY,party,party,23,6.61,2.44,3,11,0,3.57,1.24,2,6
Passagier,PASSAGIER,passenger,passenger,24,7.83,2.26,4,13,0,4.21,1.14,2,7
passiv,PASSIV,passive,passive,19,9.89,3.43,6,18,0,4.84,1.30,3,7
Passwort,PASSWORT,password,password,23,10.30,3.08,4,16,0,5.26,1.45,2,7
Patent,PATENT,patent,patent,18,11.89,3.94,7,20,0,5.72,1.18,4,7
Patient,PATIENT,patient,patient,10,5.60,1.84,3,10,0,3.00,0.82,2,5
Pause,PAUSE,pause,pause,23,4.61,1.34,1,7,0,2.65,0.71,1,4
Pazifik,PAZIFIK,Pacific,Pacific,24,8.38,2.65,3,13,0,4.46,1.38,2,7
Pech,PECH,bad luck,bad luck,24,5.29,2.16,2,10,0,2.88,1.08,1,5
Pedal,PEDAL,pedal,pedal,19,5.21,2.86,3,15,0,2.84,1.26,2,7
Pedant,PEDANT,pedant,pedant,18,13.22,3.83,8,20,2,6.06,1.11,4,7
Pegel,PEGEL,water level,water level,14,10.50,2.24,8,15,0,5.36,1.08,4,7
peinlich,PEINLICH,embarrassing,embarrassing,26,6.81,2.35,3,12,0,3.69,1.16,2,6
Pelikan,PELIKAN,pelican,pelican,14,7.00,2.22,4,12,0,3.71,0.99,2,6
Pelz,PELZ,fur,fur,27,5.74,2.19,3,12,0,3.07,1.07,2,6
Pendel,PENDEL,pendulum,pendulum,24,7.25,2.38,3,13,0,3.88,1.23,2,7
Pensum,PENSUM,work quota,work quota,17,11.59,2.65,6,16,0,5.88,1.17,3,7
Pep,PEP,pep,pep,23,10.57,3.19,4,15,3,5.39,1.50,2,7
perfekt,PERFEKT,perfect,perfect,14,6.50,2.50,3,12,0,3.57,1.22,2,6
periodisch,PERIODISCH,periodic,periodic,14,11.93,2.46,8,17,0,5.93,1.07,4,7
Perle,PERLE,pearl,pearl,24,5.29,2.33,2,10,0,2.92,1.21,1,5
permanent,PERMANENT,permanent,permanent,18,10.56,3.68,5,18,0,5.28,1.41,3,7
Person,PERSON,person,person,24,5.21,2.06,2,9,0,2.71,1.08,1,5
Personal,PERSONAL,personnel,personnel,24,8.96,3.52,5,18,0,4.58,1.44,3,7
persönlich,PERSÖNLICH,personally,personally,23,7.74,2.67,3,12,0,4.09,1.24,2,6
Perspektive,PERSPEKTIVE,perspective,perspective,27,10.17,2.80,4,15,0,5.19,1.30,2,7
Pessimist,PESSIMIST,pessimist,pessimist,10,9.40,4.25,5,20,0,4.50,1.35,3,7
pessimistisch,PESSIMISTISCH,pessimistic,pessimistic,20,10.10,3.46,6,20,0,5.05,1.32,3,7
Pfad,PFAD,path,path,17,5.65,2.21,3,10,0,2.94,1.03,2,5
Pfanne,PFANNE,frying pan,frying pan,19,4.16,1.50,2,7,0,2.32,0.89,1,4
Pfau,PFAU,peacock,peacock,14,5.57,2.44,3,12,0,2.93,1.21,2,6
Pfeffer,PFEFFER,pepper,pepper,14,6.36,2.56,3,12,0,3.43,1.22,2,6
Pfeife,PFEIFE,pipe,pipe,26,5.04,1.82,2,9,0,2.81,0.94,1,5
Pfeil,PFEIL,arrow,arrow,25,4.72,1.70,2,9,0,2.64,0.86,1,5
Pfeiler,PFEILER,pillar,pillar,19,5.89,1.82,4,10,0,3.16,0.90,2,5
Pfennig,PFENNIG,penny,penny,19,4.79,1.81,2,8,0,2.68,0.95,1,4
Pferd,PFERD,horse,horse,17,2.82,1.33,0,5,0,1.71,0.59,1,3
Pfiff,PFIFF,whistle,whistle,14,6.29,2.23,3,10,0,3.36,1.08,2,5
Pfifferling,PFIFFERLING,chanterelle,chanterelle,19,7.13,3.92,2.5,18,0,3.63,1.64,1,7
pfiffig,PFIFFIG,artful,artful,17,7.65,3.22,4,15,0,4.00,1.58,2,7
Pflanze,PFLANZE,plant,plant,24,3.54,1.61,1,8,0,1.96,0.86,1,4
Pflaster,PFLASTER,plaster,plaster,27,3.56,1.50,1,7,0,2.00,0.78,1,4
Pflege,PFLEGE,care,care,26,7.54,2.92,2,15,0,4.00,1.41,1,7
pflegen,PFLEGEN,attend to,attend to,14,5.79,3.04,3,14,0,3.07,1.44,2,7
Pflicht,PFLICHT,duty,duty,23,6.48,1.83,3,10,0,3.39,0.89,2,5
Pfote,PFOTE,paw,paw,25,4.32,1.82,1,9,0,2.36,0.91,1,5
Phase,PHASE,phase,phase,18,9.22,3.14,5,16,0,4.67,1.37,3,7
Philosoph,PHILOSOPH,philosopher,philosopher,14,12.14,3.35,8,20,0,5.86,1.03,4,7
Philosophie,PHILOSOPHIE,philosophy,philosophy,17,11.76,2.46,7,15,0,5.94,1.14,4,7
philosophisch,PHILOSOPHISCH,philosophical,philosophical,19,10.37,1.98,7,14,0,5.42,0.96,4,7
Photo,PHOTO,photo,photo,25,4.24,1.79,2,10,0,2.24,0.93,1,5
Pianist,PIANIST,pianist,pianist,19,7.32,3.18,2,15,0,3.79,1.47,1,7
Picknick,PICKNICK,picnic,picnic,18,5.78,3.46,3,15,0,3.17,1.50,2,7
Pilot,PILOT,pilot,pilot,17,4.41,1.66,2,8,0,2.53,0.87,1,4
Pilz,PILZ,mushroom,mushroom,15,3.67,1.76,2,8,0,2.00,0.93,1,4
Pinguin,PINGUIN,penguin,penguin,26,4.00,1.33,1,7,0,2.31,0.68,1,4
Pinsel,PINSEL,paint brush,paint brush,22,4.02,1.31,2,6,0,2.23,0.61,1,3
Pinzette,PINZETTE,tweezers,tweezers,14,6.93,1.64,4,9,0,3.71,0.91,2,5
Piranha,PIRANHA,piranha,piranha,18,8.83,4.93,2,22,1,4.39,1.88,1,7
Pirat,PIRAT,pirate,pirate,19,4.74,2.10,1,9,0,2.63,0.96,1,5
Piste,PISTE,ski run,ski run,14,7.36,3.15,4,14,0,3.79,1.58,2,7
Pizza,PIZZA,pizza,pizza,23,4.61,2.02,2,10,0,2.52,0.99,1,5
Pizzeria,PIZZERIA,pizzeria,pizzeria,24,8.88,4.27,2,20,0,4.29,1.68,1,7
plagen,PLAGEN,bother,bother,20,7.80,3.62,3,19,0,3.90,1.37,2,7
Plakat,PLAKAT,poster,poster,17,6.18,1.98,3,10,0,3.41,1.00,2,5
Plan,PLAN,plan,plan,10,5.70,1.25,4,8,0,3.20,0.63,2,4
Planet,PLANET,planet,planet,18,5.94,1.73,3,10,0,3.28,0.83,2,5
planlos,PLANLOS,haphazardly,haphazardly,24,8.21,3.30,3,18,0,4.25,1.33,2,7
Plantage,PLANTAGE,plantation,plantation,19,7.84,2.99,4,16,0,4.11,1.33,2,7
plappern,PLAPPERN,chatter,chatter,13,4.69,2.36,2,8,1,2.54,1.33,1,4
Plasma,PLASMA,plasma,plasma,18,12.78,3.80,7,20,0,5.89,1.13,4,7
Platin,PLATIN,platinum,platinum,18,10.94,4.47,4,20,0,5.28,1.56,2,7
platt,PLATT,flat,flat,19,5.58,2.65,1,12,0,3.16,1.21,1,6
Platz,PLATZ,space,space,17,4.29,1.96,1,9,0,2.35,1.11,1,5
platzen,PLATZEN,burst,burst,14,4.07,2.13,2,10,0,2.29,0.99,1,5
plaudern,PLAUDERN,have a chat,have a chat,19,7.47,2.67,3,15,0,3.84,1.21,2,7
pleite,PLEITE,broke,broke,14,7.93,3.20,4,16,0,4.07,1.33,2,7
Plural,PLURAL,plural,plural,25,9.12,3.18,3,20,0,4.64,1.11,2,7
Poesie,POESIE,poetry,poetry,18,8.94,2.51,6,14,0,4.67,1.33,3,7
Poet,POET,poet,poet,27,9.85,2.78,4,16,0,5.00,1.33,2,7
poetisch,POETISCH,poetic,poetic,10,9.60,2.55,6,13,0,5.00,1.49,3,7
Pointe,POINTE,punch line,punch line,26,11.88,3.12,6,18,0,5.81,1.33,3,7
Pokal,POKAL,goblet,goblet,22,6.59,2.50,4,14,0,3.45,1.22,2,7
Politik,POLITIK,politics,politics,27,9.30,2.61,4,13,0,4.78,1.40,2,7
Polizei,POLIZEI,police,police,19,3.21,0.85,2,5,0,1.84,0.50,1,3
Polizist,POLIZIST,policeman,policeman,18,3.72,1.13,2,6,0,2.17,0.51,1,3
Polyester,POLYESTER,polyester,polyester,20,11.25,4.17,6,24,0,5.35,1.35,3,7
Pomp,POMP,pomp,pomp,13,10.85,3.21,5,15,6,5.54,1.45,3,7
Pony,PONY,pony,pony,19,3.84,1.83,1,7,0,2.26,0.99,1,4
Pool,POOL,pool,pool,23,6.83,2.81,3,14,0,3.61,1.41,2,7
Portal,PORTAL,portal,portal,22,11.45,3.50,5,18,0,5.59,1.44,3,7
Portion,PORTION,portion,portion,19,5.37,1.86,3,10,0,2.95,0.85,2,5
Porto,PORTO,postage,postage,22,9.18,3.22,5,17,0,4.77,1.38,3,7
Porträt,PORTRÄT,portrait,portrait,27,8.19,2.25,3,12,0,4.26,1.13,2,6
Porzellan,PORZELLAN,china,china,19,6.79,3.14,4,16,0,3.47,1.47,2,7
Position,POSITION,position,position,14,7.50,2.59,2,12,0,3.86,1.35,1,6
positiv,POSITIV,positive,positive,18,8.78,2.86,4,14,0,4.56,1.42,2,7
Post,POST,postal service,postal service,14,4.93,2.30,2,10,0,2.64,1.08,1,5
Postbote,POSTBOTE,postman,postman,25,4.52,1.81,2,10,0,2.52,0.87,1,5
Posten,POSTEN,post,post,17,8.65,2.29,5,13,0,4.53,1.18,3,7
Poster,POSTER,poster,poster,19,7.26,3.21,3,15,0,3.79,1.44,2,7
Pracht,PRACHT,magnificence,magnificence,26,8.69,2.96,3,14,0,4.50,1.48,2,7
Prachtstück,PRACHTSTÜCK,fine specimen,fine specimen,17,7.71,3.22,3,14,0,4.06,1.64,2,7
prachtvoll,PRACHTVOLL,splendid,splendid,10,6.90,2.18,4,10,0,3.60,1.26,2,5
pragmatisch,PRAGMATISCH,pragmatic,pragmatic,25,12.92,3.35,5,18,0,6.28,1.21,3,7
prahlen,PRAHLEN,boast,boast,14,9.00,2.42,6,14,0,4.57,1.22,3,7
praktisch,PRAKTISCH,practical,practical,24,8.04,1.97,4,11,0,4.21,0.98,2,6
Praline,PRALINE,filled chocolate,filled chocolate,17,6.29,2.76,3,15,0,3.41,1.23,2,7
Prämie,PRÄMIE,premium,premium,10,9.80,3.82,6,20,0,4.80,1.03,3,7
Pranke,PRANKE,paw,paw,20,7.95,3.91,3,15,1,4.15,1.81,2,7
Prärie,PRÄRIE,prairie,prairie,24,7.83,2.53,3,13,0,4.25,1.26,2,7
Präsentation,PRÄSENTATION,presentation,presentation,18,11.22,3.10,6,17,0,5.67,1.33,3,7
Präsident,PRÄSIDENT,president,president,14,7.29,2.30,4,12,0,3.79,1.12,2,6
Präsidium,PRÄSIDIUM,chairmanship,chairmanship,23,11.30,2.87,5,18,0,5.70,1.06,3,7
präzise,PRÄZISE,precise,precise,24,10.21,3.02,6,16,0,5.17,1.31,3,7
predigen,PREDIGEN,preach,preach,17,7.06,2.51,4,12,0,3.88,1.27,2,6
Preis,PREIS,price,price,25,5.56,1.83,2,10,0,3.04,0.98,1,5
Prellung,PRELLUNG,contusion,contusion,16,7.63,2.00,4,11,0,4.00,0.97,2,6
Premiere,PREMIERE,premiere,premiere,10,8.60,1.65,7,12,0,4.50,0.71,4,6
Presse,PRESSE,press,press,19,8.58,3.76,3,18,0,4.26,1.48,2,7
Prestige,PRESTIGE,prestige,prestige,15,11.73,2.02,10,16,0,5.93,0.96,5,7
prima,PRIMA,fine ,fine ,17,4.06,1.92,2,9,0,2.24,1.03,1,5
primitiv,PRIMITIV,primitive,primitive,18,10.11,3.27,6,19,0,5.06,1.30,3,7
Prinz,PRINZ,prince,prince,24,3.75,1.87,1,10,0,2.17,0.87,1,5
Prinzessin,PRINZESSIN,princess,princess,19,2.97,0.95,1,4.5,0,1.79,0.42,1,2
privat,PRIVAT,private,private,15,7.73,2.43,5,12,0,4.00,1.25,3,6
Privileg,PRIVILEG,privilege,privilege,16,10.75,2.21,8,15,0,5.63,1.15,4,7
Probe,PROBE,rehearsal,rehearsal,17,5.94,1.98,2,10,0,3.29,0.92,1,5
Problem,PROBLEM,problem,problem,14,6.64,2.13,4,12,0,3.50,1.09,2,6
Produkt,PRODUKT,product,product,18,7.83,2.81,3,13,0,4.11,1.45,2,7
Produktion,PRODUKTION,production,production,16,10.50,3.35,5,20,0,5.19,1.17,3,7
Professor,PROFESSOR,professor,professor,25,8.64,3.01,3,14,0,4.48,1.48,2,7
Profi,PROFI,pro,pro,18,7.94,3.02,4,14,0,4.06,1.43,2,7
Profil,PROFIL,profile,profile,23,11.04,3.20,5,17,0,5.61,1.34,3,7
Profit,PROFIT,profit,profit,14,12.86,2.57,9,17,0,6.21,0.89,5,7
Prognose,PROGNOSE,prognosis,prognosis,14,13.00,3.21,8,20,0,6.14,0.95,4,7
Programm,PROGRAMM,programme,program,22,6.73,2.16,3,12,0,3.50,1.06,2,6
Projekt,PROJEKT,project,project,17,11.12,3.33,6,20,0,5.41,1.18,3,7
Propeller,PROPELLER,propeller,propeller,25,6.04,2.96,2,15,0,3.20,1.47,1,7
Prosa,PROSA,prose,prose,18,12.06,3.13,3,16,1,6.00,1.33,2,7
Protest,PROTEST,protest,protest,19,7.63,2.75,4,15,0,4.05,1.27,2,7
Prozent,PROZENT,percent,percent,16,9.19,1.52,6,12,0,4.75,0.86,3,6
Psyche,PSYCHE,psyche,psyche,19,10.84,3.10,6,18,0,5.37,1.26,3,7
Pudel,PUDEL,poodle,poodle,23,5.87,2.01,2,10,0,3.13,1.06,1,5
Puder,PUDER,powder,powder,24,6.29,2.42,2,12,0,3.42,1.21,1,6
Pullover,PULLOVER,pullover,pullover,14,3.64,1.65,1,7,0,2.14,0.86,1,4
Puls,PULS,pulse,pulse,19,7.89,2.21,3,12,0,4.16,1.07,2,6
Pulver,PULVER,powder,powder,17,5.53,2.79,3,12,0,3.00,1.32,2,6
Pumpe,PUMPE,pump,pump,17,5.47,2.62,2,10,0,2.94,1.39,1,5
Punkt,PUNKT,point,point,19,4.37,2.06,1,8,0,2.47,0.96,1,4
Puppe,PUPPE,doll,doll,17,2.35,1.32,0,5,0,1.41,0.62,1,3
Purpur,PURPUR,crimson,crimson,25,8.04,2.41,5,13,1,4.24,1.16,3,7
putzen,PUTZEN,clean,clean,25,4.28,1.46,2,8,0,2.40,0.82,1,4
putzig,PUTZIG,cute,cute,20,6.35,2.41,3,11,0,3.50,1.24,2,6
Pyramide,PYRAMIDE,pyramid,pyramid,19,6.95,2.12,4,10,0,3.63,1.07,2,5
Python,PYTHON,python,python,22,8.68,2.98,2,14,2,4.55,1.57,1,7
Quadrant,QUADRANT,quadrant,quadrant,26,12.54,3.43,3,20,1,6.04,1.28,2,7
Qualität,QUALITÄT,quality,quality,14,8.43,2.59,3,13,0,4.43,1.28,2,7
Quartett,QUARTETT,quartet,quartet,19,7.32,3.77,3,16,0,3.84,1.68,2,7
Quarz,QUARZ,quartz,quartz,23,9.96,3.08,4,15,2,5.09,1.47,2,7
Quelle,QUELLE,source,source,19,6.11,1.85,3,10,0,3.32,0.82,2,5
Quiche,QUICHE,quiche,quiche,16,15.38,4.66,2,20,0,6.50,1.51,1,7
Quiz,QUIZ,quiz,quiz,19,7.00,3.46,2,16,0,3.63,1.54,1,7
Quorum,QUORUM,quorum,quorum,7,14.36,7.89,4,25,12,5.57,1.81,2,7
Quote,QUOTE,quota,quota,19,11.53,3.17,4,18,0,5.74,1.37,2,7
Rabatt,RABATT,discount,discount,17,10.41,2.87,5,16,0,5.29,1.16,3,7
Rabe,RABE,raven,raven,10,4.80,2.30,2,10,0,2.70,1.16,1,5
Rachen,RACHEN,throat,throat,18,6.72,2.22,3,10,0,3.72,1.07,2,5
Rad,RAD,bike,bike,19,3.55,1.30,1.5,6,0,2.00,0.67,1,3
Radar,RADAR,radar,radar,14,11.07,3.65,5,16,0,5.50,1.51,3,7
Radau,RADAU,din,din,25,6.08,2.78,2,12,0,3.24,1.42,1,6
Radieschen,RADIESCHEN,radish,radish,24,5.21,1.89,2,10,0,2.88,0.95,1,5
Radio,RADIO,radio,radio,14,4.00,1.30,1,6,0,2.21,0.58,1,3
Radius,RADIUS,radius,radius,25,9.92,2.71,3,14,0,5.20,1.32,2,7
Rahmen,RAHMEN,frame,frame,26,6.04,2.05,3,10,0,3.27,1.00,2,5
Rakete,RAKETE,rocket,rocket,27,4.87,1.43,2,8,0,2.67,0.73,1,4
Rampe,RAMPE,ramp,ramp,20,6.80,3.19,3,17,0,3.55,1.39,2,7
Ramsch,RAMSCH,junk,junk,23,9.43,3.64,3,16,0,4.83,1.61,2,7
Rang,RANG,standing,standing,18,9.28,3.30,3,16,0,4.78,1.48,2,7
rappelvoll,RAPPELVOLL,jam-packed,jam-packed,18,8.28,5.41,2,25,0,4.00,1.85,1,7
Rapper,RAPPER,rap artist,rap artist,12,11.83,2.59,7,16,1,6.08,1.16,4,7
Rarität,RARITÄT,rarity,rarity,16,10.63,2.68,6,17,0,5.38,1.15,3,7
Rasierer,RASIERER,shaver,shaver,20,5.80,2.28,2,10,0,3.10,1.21,1,5
rastlos,RASTLOS,indefatigable,indefatigable,17,8.94,2.51,4,13,0,4.59,1.28,2,7
Ration,RATION,ration,ration,19,9.53,4.14,5,20,0,4.74,1.56,3,7
rational,RATIONAL,rational,rational,24,11.08,3.22,5,20,0,5.58,1.25,3,7
ratlos,RATLOS,clueless,clueless,23,7.39,2.50,3,14,0,3.83,1.27,2,7
Ratte,RATTE,rat,rat,16,4.94,1.88,3,10,0,2.69,0.95,2,5
Raubtier,RAUBTIER,animal of prey,animal of prey,27,4.83,1.95,2,10,0,2.59,0.93,1,5
Raum,RAUM,room,room,18,4.67,2.25,2,10,0,2.61,1.04,1,5
Raupe,RAUPE,caterpillar,caterpillar,24,3.79,1.69,1,9,0,2.21,0.88,1,5
Razzia,RAZZIA,raid,raid,19,11.47,2.63,6,14,0,5.89,1.29,3,7
Reaktion,REAKTION,reaction,reaction,14,7.93,2.23,5,12,0,4.14,1.03,3,6
Reaktor,REAKTOR,reactor,reactor,19,12.63,2.14,8,16,0,6.32,0.89,4,7
Realität,REALITÄT,reality,reality,17,9.82,2.83,5,14,0,5.06,1.39,3,7
Rebell,REBELL,rebel,rebel,25,9.52,2.60,4,14,0,4.92,1.29,2,7
Rechen,RECHEN,rake,rake,19,6.05,3.64,1,16,0,3.26,1.63,1,7
rechnen,RECHNEN,calculate,calculate,19,5.16,1.50,3,10,0,2.84,0.69,2,5
Rechnung,RECHNUNG,invoice,invoice,20,5.83,2.10,3,10,0,3.10,0.91,2,5
rechtschaffen,RECHTSCHAFFEN,upright,upright,19,11.95,3.54,4,20,0,5.79,1.40,2,7
Rechtschaffenheit,RECHTSCHAFFENHEIT,uprightness,uprightness,17,12.47,3.22,7,16,0,6.06,1.34,4,7
Recycling,RECYCLING,recycling,recycling,14,9.86,3.70,3,16,0,5.21,1.63,2,7
redlich,REDLICH,upright,upright,16,8.81,2.48,5,12,0,4.63,1.20,3,6
Redlichkeit,REDLICHKEIT,probity,probity,17,10.12,3.22,5,18,0,5.12,1.22,3,7
Redner,REDNER,speaker,speaker,18,8.00,2.50,4,12,0,4.17,1.25,2,6
redselig,REDSELIG,talkative,talkative,19,9.74,3.16,6,18,0,4.84,1.26,3,7
Referat,REFERAT,presentation,presentation,17,11.18,1.47,9,14,0,5.76,0.66,5,7
Reform,REFORM,reform,reform,26,11.85,2.77,7,17,0,5.88,1.07,4,7
Refrain,REFRAIN,refrain,refrain,19,8.00,3.46,3,15,0,4.16,1.61,2,7
Regal,REGAL,shelf,shelf,18,3.58,1.46,1,7,0,2.17,0.79,1,4
Regel,REGEL,rule,rule,26,6.62,2.97,2,14,0,3.58,1.47,1,7
Regen,REGEN,rain,rain,23,2.91,1.08,1,5,0,1.74,0.69,1,3
Regent,REGENT,regent,regent,23,11.78,3.10,6,16,1,5.78,1.28,3,7
Regentag,REGENTAG,rainy day,rainy day,19,5.58,2.27,3,10,0,3.00,1.00,2,5
Regie,REGIE,film direction,film direction,19,10.00,3.27,2,16,0,5.16,1.50,1,7
regieren,REGIEREN,govern,govern,17,7.94,3.09,4,15,0,4.18,1.42,2,7
Regierung,REGIERUNG,government,government,19,8.53,2.55,5,14,0,4.53,1.26,3,7
Regler,REGLER,regulator,regulator,26,9.62,4.22,4,20,0,4.77,1.77,2,7
regnen,REGNEN,rain,rain,14,3.36,1.08,2,6,0,2.00,0.55,1,3
regulär,REGULÄR,standard,standard,17,10.76,2.75,6,16,0,5.41,1.28,3,7
reich,REICH,rich,rich,14,5.57,1.55,4,9,0,2.86,0.86,2,5
Reichtum,REICHTUM,wealth,wealth,19,6.37,1.77,4,9,0,3.37,0.96,2,5
reif,REIF,ripe,ripe,20,5.55,2.82,2,13,0,2.95,1.47,1,7
Reifen,REIFEN,tyre,tire,26,4.29,1.95,1,10,0,2.35,1.02,1,5
Reifenquietschen,REIFENQUIETSCHEN,tyres screeching,tires screeching,10,5.60,1.84,2,8,0,3.00,0.94,1,4
Reihe,REIHE,row,row,18,3.89,1.78,1,7,0,2.22,0.94,1,4
Reim,REIM,rhyme,rhyme,14,6.71,2.40,3,10,0,3.43,1.16,2,5
Reinfall,REINFALL,flop,flop,21,8.00,3.07,3,14,0,4.19,1.44,2,7
Reinheit,REINHEIT,purity,purity,17,9.00,4.23,3,16,0,4.53,1.87,2,7
Reis,REIS,rice,rice,25,3.72,1.02,2,6,0,2.08,0.57,1,3
